,0,1,2,3,4,5,6,7,8,9
0,0.08292024176149931,0.0826197248059036,0.08289364526298325,0.08480230353255144,0.07947931998325614,0.0775545013592026,0.08231311445000927,0.08312215610780539,0.0837043918377807,0.08497915970524612
1,0.0669949440885361,0.06632331462833423,0.06827609092417455,0.06673572582344266,0.06530105189246121,0.06572144341986035,0.06721078340443949,0.06578928946447322,0.06437197680750872,0.06661859622588417
2,0.042110637176594586,0.03903451456683834,0.041596150655384106,0.04059273825409088,0.03741712464723119,0.03923031821331485,0.041643479873863846,0.03711585579278964,0.04159592529711375,0.04243681961273984
3,0.036445381334299504,0.03786609270505035,0.03751451800232288,0.037133927944378115,0.03683649081113197,0.036911678481957255,0.03716069993198541,0.0376478823941197,0.03687093570810776,0.037776331756388386
4,0.030253124948535104,0.03299254362364517,0.033466069354571096,0.03214762272631505,0.031745817410913216,0.03372688023026491,0.030962097322698324,0.03288764438221911,0.03132908351218887,0.033414818592708534
5,0.009370728413563676,0.010515796756091936,0.01012112161937946,0.009797036308729546,0.010275868587709467,0.010660412557965994,0.010449514623137328,0.010038501925096255,0.010010571163148284,0.009444082939097096
6,0.00976597882116566,0.011714966561611192,0.01173054587688734,0.010639792120233162,0.011059049110820044,0.009914183678908374,0.01128423916403883,0.011340567028351418,0.011708364032418234,0.012521763598951829
7,0.027601653464205136,0.02485971250672611,0.02576738012278082,0.02696818596811574,0.026547119110955076,0.025744896327487873,0.02485624188462252,0.02528526426321316,0.027981548515232085,0.02609873199556814
8,0.013339701256566921,0.013882696594665232,0.01365521818483491,0.013448978158578552,0.013327572005347232,0.013845210809658334,0.013463797687503864,0.013006650332516625,0.014383188647211454,0.012855911784878915
9,0.021425865845424153,0.023429933123222384,0.021635971461755433,0.02228035676662687,0.023076819206827175,0.022946538031021802,0.0247171211278056,0.02265313265663283,0.022503763974757344,0.022352754963859234
10,0.02913324879366282,0.02825736028903067,0.028986228637796582,0.028056745557974577,0.029544810078723147,0.03091519641810138,0.028921659556050208,0.02944347217360868,0.028862478777589132,0.029053305429028686
11,0.015332422061560252,0.015758321162272274,0.016658370665339307,0.01534517873446169,0.01652780966012666,0.016910079420073557,0.015674271934705993,0.01625481274063703,0.014447256302655604,0.01647878159019363
12,0.02094827160290509,0.020970097624721348,0.020457939273270283,0.022087225226490623,0.020443712275679544,0.019894994936304033,0.021192728621777037,0.021575078753937698,0.022503763974757344,0.02346072000140694
13,0.05627377678233231,0.05645322469059882,0.05407333665173386,0.054094388650888406,0.05590288561513429,0.05604711902350621,0.05399431150683238,0.05576478823941197,0.05716436557004197,0.05706899280702063
14,0.005714662143245335,0.006380198324237067,0.0062220009955201595,0.00681227614298757,0.006738053121244447,0.006382922019082139,0.005982192543127434,0.006426321316065803,0.006679053080052536,0.006155361319709467
15,0.028853279754944748,0.027550157583211624,0.02885349261655882,0.028759042067560924,0.03143524582416247,0.030728639198336977,0.028380634390651086,0.029961498074903746,0.02865425889739565,0.028930198202634493
16,0.06216959536239522,0.061034668306557,0.06094242575078812,0.06232881522578833,0.06326208190988022,0.0621635307286392,0.06224880974463612,0.06277913895694785,0.06313867444020886,0.06009391322699214
17,0.004117191745853988,0.00382811899454224,0.003716608594657375,0.0031778917058782217,0.0036728465911392578,0.003477959597036405,0.0035089346441600196,0.003416170808540427,0.0030592305474581158,0.0030249204199715093
18,0.03166943890910887,0.03260819432700438,0.03280238924838228,0.03241098391740993,0.0321914201223382,0.03267416449016577,0.03375997032090521,0.0327756387819391,0.03230611525771215,0.033168604139920156
19,0.004578317221389634,0.004904297025136444,0.004164592666334827,0.0038626308027249106,0.004145455527499089,0.0050503704493363895,0.0047455635936437274,0.004550227511375569,0.004484735881090432,0.00487152881588435
20,0.02783221620197296,0.02905680682604351,0.027244068359050938,0.026617037713322564,0.027303293409130805,0.027637119556526837,0.026649353861373896,0.02679733986699335,0.026107569593490726,0.026327359701728777
21,0.04657367302910031,0.04715197171189177,0.04609258337481334,0.046860734602149026,0.045208420540934685,0.04445392036671819,0.04550794534100043,0.04575428771438572,0.04686548995739501,0.04773043034768998
22,0.06460697287594078,0.06386347912983319,0.06394557823129252,0.06210056886017277,0.06328908813481507,0.06227013485421886,0.061754158164842636,0.06282114105705286,0.06416375692731524,0.06167672042348886
23,0.007559164045387922,0.007410254439234376,0.0077982412477186,0.007637474541751527,0.008831035553695127,0.0078087521987100905,0.008594571198911766,0.008568428421421071,0.007896338533491367,0.007755755262833929
24,0.01635348561453204,0.01695749096779153,0.018218018914883026,0.018171922185546738,0.01926894149101368,0.01794946964447524,0.01873492858467817,0.017654882744137207,0.017234199314476086,0.016039112924500096
25,0.017539236837337987,0.016496271811822585,0.01675792268126763,0.01748718308870005,0.01700041859648649,0.01624380363520068,0.017111853088480802,0.017570878543927197,0.01696191177883845,0.01688327676263168
26,0.03026959371551852,0.02853409178261204,0.02966650074664012,0.02826743451085048,0.028289020619252737,0.029102926283247163,0.03026649353861374,0.029457472873643684,0.028061633084537272,0.027066003060093914
27,0.02111295927273925,0.019202090860173725,0.020275427244068358,0.02106889528759042,0.01916091659127429,0.018309258568306595,0.019337785197551475,0.01887294364718236,0.020453599000544574,0.01913438033098257
28,0.006340475288615141,0.0061034668306557,0.0062551850008296,0.005477912774773509,0.005563282336578581,0.006569479238846544,0.005858529648179064,0.005754287714385719,0.006006342697888971,0.005680519160760451
29,0.10126644818102469,0.09747098162810362,0.09377799900447983,0.0958283587330571,0.09720890665298351,0.0999680187623261,0.09662709454028319,0.09695484774238712,0.09465996091873018,0.0951794727493361
30,0.019778989147082558,0.02038588669382735,0.02097229135556662,0.02280707914881663,0.021469948823203747,0.020641223815361653,0.020388919804612625,0.01961498074903745,0.021206393952013326,0.02069960078085155
31,0.04174832430295944,0.046383273118610194,0.045462087273933964,0.046193552918041995,0.04847617375805123,0.04854485368583764,0.0466982007048785,0.048344417220861045,0.044623122016849794,0.045022071367017816
